Name,Scientific Name,Class,Family,Lifespan (years),Top Speed (km/h),Weight (kg),Length (cm),Diet,Population Trend,Population Status,Mating Behavior,Arid Climate,Cold Climate,Polar Climate,Temperate Climate,Tropical Climate,Africa,Antarctica,Asia,Europe,North America,Oceania,South America
Field Vole,Microtus agrestis,Mammalia,Cricetidae,18.0,9.0,0.035,11.4,2,2,1,2,0,1,1,1,0,0,0,1,1,0,0,0
Finless Porpoise,Neophocaena phocaenoides,Mammalia,Phocoenidae,25.0,41.829850746268654,72.0,200.0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Fin Whale,Balaenoptera physalus,Mammalia,Balaenopteridae,85.0,40.0,4000.0,1500.0,1,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1
Fiordland Penguin,Eudyptes pachyrhynchus,Aves,Spheniscidae,17.5,66.8076923076923,4.5,49.30568669527897,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Fisher,Pekania pennanti,Mammalia,Mustelidae,10.0,41.829850746268654,4.0,97.5,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0
Fishing Cat,Prionailurus viverrinus,Mammalia,Felidae,12.0,55.0,10.5,67.5,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Flammulated Owl,Psiloscops flammeolus,Aves,Strigidae,7.5,66.8076923076923,0.057999999999999996,16.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Flat-Headed Cat,Prionailurus planiceps,Mammalia,Felidae,14.0,41.829850746268654,1.5,45.5,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Flightless Cormorant,Phalacrocorax harrisi,Aves,Phalacrocoracidae,13.0,66.8076923076923,3.5,94.5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
Florida Mouse,Podomys floridanus,Mammalia,Cricetidae,4.0,41.829850746268654,0.033,19.9,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0
Florida Scrub-Jay,Aphelocoma coerulescens,Aves,Corvidae,9.5,66.8076923076923,0.079,25.5,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0
Florida Softshell Turtle,Apalone ferox,Reptilia,Trionychidae,28.0,22.147727272727273,28.274673913043493,45.5,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Formosan Rock Macaque,Macaca cyclopis,Mammalia,Cercopithecidae,18.121026894865526,41.829850746268654,8.5,55.0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Fossa,Cryptoprocta ferox,Mammalia,Eupleridae,17.5,56.0,6.5,75.0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Four-Horned Antelope,Tetracerus quadricornis,Mammalia,Bovidae,10.0,41.829850746268654,19.5,95.0,2,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0
Four-Toed Hedgehog,Atelerix albiventris,Mammalia,Erinaceidae,6.5,41.829850746268654,0.201,21.5,1,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
François' Langur ,Trachypithecus francoisi,Mammalia,Cercopithecidae,26.0,41.829850746268654,6.0,55.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Franklin's Ground Squirrel,Poliocitellus franklinii,Mammalia,Sciuridae,3.0,13.0,0.635,38.5,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Freshwater Crocodile,Crocodylus johnsoni,Reptilia,Crocodylidae,50.0,29.0,67.5,250.0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
Frilled-Neck Lizard,Chlamydosaurus kingii,Reptilia,Agamidae,15.0,48.0,0.5,85.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0
Gabon Talapoin,Miopithecus ogouensis,Mammalia,Cercopithecidae,28.0,41.829850746268654,0.5,35.0,1,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Gaboon Viper,Bitis gabonica,Reptilia,Viperidae,18.0,22.147727272727273,8.5,105.0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Galah,Eolophus roseicapilla,Aves,Cacatuidae,40.0,66.8076923076923,0.31,35.0,2,3,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Galápagos Fur Seal,Arctocephalus galapagoensis,Mammalia,Otariidae,22.0,41.829850746268654,46.0,100.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1
Galapagos Hawk,Buteo galapagoensis,Aves,Accipitridae,24.0,66.8076923076923,0.42200000000000004,51.5,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Galápagos Penguin,Spheniscus mendiculus,Aves,Spheniscidae,17.5,66.8076923076923,3.0,53.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Galápagos Sea Lion,Zalophus wollebaeki,Mammalia,Otariidae,19.5,41.829850746268654,150.0,150.0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
Gambel's Quail,Callipepla gambelii,Aves,Odontophoridae,1.5,64.0,0.175,28.0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Gambian Pouched Rat,Cricetomys gambianus,Mammalia,Nesomyidae,4.5,41.829850746268654,1.0,0.0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Gang-Gang Cockatoo,Callocephalon fimbriatum,Aves,Cacatuidae,50.0,66.8076923076923,0.305,34.5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Gaur,Bos gaurus,Mammalia,Bovidae,26.0,41.829850746268654,325.5,290.0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Gayal,Bos frontalis,Mammalia,Bovidae,18.121026894865526,41.829850746268654,825.0,250.0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Gee's Golden Langur,Trachypithecus geei,Mammalia,Cercopithecidae,18.121026894865526,41.829850746268654,10.5,62.5,2,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0
Gelada,Theropithecus gelada,Mammalia,Cercopithecidae,30.0,41.829850746268654,14.5,62.5,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Gemsbok,Oryx gazella,Mammalia,Bovidae,20.0,60.0,170.0,215.0,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0
Gentoo Penguin,Pygoscelis papua,Aves,Spheniscidae,17.5,36.0,6.0,82.5,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,1
Geoffroy's Cat,Leopardus geoffroyi,Mammalia,Felidae,14.0,41.829850746268654,3.5,60.0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1
Geoffroy's Spider Monkey,Ateles geoffroyi,Mammalia,Atelidae,33.0,41.829850746268654,7.5,46.5,2,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1
Geoffroy's Tamarin,Saguinus geoffroyi,Mammalia,Callitrichidae,18.121026894865526,41.829850746268654,0.496,23.25,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Gerenuk,Litocranius walleri,Mammalia,Bovidae,10.5,56.0,40.0,150.0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Gervai's Beaked Whale,Mesoplodon europaeus,Mammalia,Ziphiidae,37.5,41.829850746268654,1.0,450.0,1,0,0,2,0,1,0,1,1,1,0,0,1,1,0,1
Gharial,Gavialis gangeticus,Reptilia,Gavialidae,29.0,24.0,204.5,350.0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Giant Anteater,Myrmecophaga tridactyla,Mammalia,Myrmecophagidae,25.0,49.0,34.0,100.0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,1
Giant Armadillo,Priodontes maximus,Mammalia,Chlamyphoridae,13.5,48.0,30.0,87.5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Giant Eland,Taurotragus derbianus,Mammalia,Bovidae,22.5,70.0,150.5,255.0,2,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0
Giant Forest Hog,Hylochoerus meinertzhageni,Mammalia,Suidae,11.5,41.829850746268654,187.5,150.0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Giant Golden-Crowned Flying Fox,Acerodon jubatus,Mammalia,Pteropodidae,17.5,41.829850746268654,1.125,23.4,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Giant Kangaroo Rat,Dipodomys ingens,Mammalia,Heteromyidae,7.0,41.829850746268654,0.154,32.5,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Giant Kingfisher,Megaceryle maxima,Aves,Alcedinidae,10.0,66.8076923076923,0.34,45.0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Giant Otter,Pteronura brasiliensis,Mammalia,Mustelidae,13.5,14.0,27.0,100.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Giant Panda,Ailuropoda melanoleuca,Mammalia,Ursidae,25.0,32.0,115.0,100.0,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Giant Pangolin,Smutsia gigantea,Mammalia,Manidae,20.0,5.0,33.0,132.5,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Gila Monster,Heloderma suspectum,Reptilia,Helodermatidae,25.0,22.147727272727273,0.525,104.66383928571429,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0
Gila Woodpecker,Melanerpes uropygialis,Aves,Picidae,8.5,66.8076923076923,0.065,22.5,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Gilbert's Potoroo,Potorous gilbertii,Mammalia,Potoroidae,9.5,41.829850746268654,0.451,27.0,2,1,2,2,0,0,0,1,1,0,0,0,0,0,1,0
Giraffe,Giraffa camelopardalis,Mammalia,Giraffidae,28.0,48.0,1000.0,350.0,2,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0
Glossy Ibis,Plegadis falcinellus,Aves,Threskiornithidae,26.0,66.8076923076923,0.728,57.0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
Goeldi's Marmoset,Callimico goeldii,Mammalia,Callitrichidae,10.0,41.829850746268654,0.626,21.5,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
Goffin's Cockatoo,Cacatua goffiniana,Aves,Cacatuidae,37.5,66.8076923076923,0.275,31.0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Goitered Gazelle,Gazella subgutturosa,Mammalia,Bovidae,16.0,41.829850746268654,30.0,110.0,2,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0
Goldcrest,Regulus regulus,Aves,Regulidae,5.0,66.8076923076923,0.005,8.5,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0
Gold Dust Day Gecko,Phelsuma laticauda,Reptilia,Gekkonidae,10.0,22.147727272727273,28.274673913043493,18.5,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Golden Bamboo Lemur,Hapalemur aureus,Mammalia,Lemuridae,17.5,41.829850746268654,1.0,36.5,2,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0
Golden Bandicoot,Isoodon auratus,Mammalia,Peramelidae,2.5,24.0,0.45799999999999996,35.0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0
Golden-Bellied Capuchin,Sapajus xanthosternos,Mammalia,Cebidae,30.0,41.829850746268654,3.0,42.0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Golden-Bellied Mangabey,Cercocebus chrysogaster,Mammalia,Cercopithecidae,27.5,41.829850746268654,9.0,60.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Golden-Crowned Sifaka,Propithecus tattersalli,Mammalia,Indriidae,18.5,41.829850746268654,3.0,46.0,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Golden Eagle,Aquila chrysaetos,Aves,Accipitridae,39.0,128.0,4.0,84.0,1,2,1,0,1,1,1,1,0,1,0,1,1,1,0,0
Golden-Headed Lion Tamarin,Leontopithecus chrysomelas,Mammalia,Callitrichidae,21.0,41.829850746268654,0.535,24.0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
Golden Jackal,Canis aureus,Mammalia,Canidae,12.0,32.0,11.0,85.0,1,3,1,0,0,0,0,1,1,1,0,1,1,0,0,0
Golden Lion Tamarin,Leontopithecus rosalia,Mammalia,Callitrichidae,20.0,40.0,0.6,20.5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Golden-Mantled Ground Squirrel,Callospermophilus lateralis,Mammalia,Sciuridae,6.0,41.829850746268654,0.257,26.5,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Golden-Mantled Tree-Kangaroo,Dendrolagus pulcherrimus,Mammalia,Macropodidae,10.0,41.829850746268654,6.5,114.29540507859738,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0
Golden Monkey,Cercopithecus kandti,Mammalia,Cercopithecidae,19.0,41.829850746268654,5.0,56.5,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Golden Oriole,Oriolus oriolus,Aves,Oriolidae,10.0,42.0,0.066,24.5,0,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0
Golden Pheasant,Chrysolophus pictus,Aves,Phasianidae,12.5,72.0,0.625,88.0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Golden Snub-Nosed Monkey,Rhinopithecus roxellana,Mammalia,Cercopithecidae,26.0,41.829850746268654,22.5,66.5,2,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0
Goodfellow's Tree-Kangaroo,Dendrolagus goodfellowi,Mammalia,Macropodidae,11.0,41.829850746268654,7.0,68.0,2,1,2,1,0,0,0,1,1,0,0,1,0,0,1,0
Gopher Snake,Pituophis catenifer,Reptilia,Colubridae,22.5,22.147727272727273,28.274673913043493,152.0,1,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0
Gopher Tortoise,Gopherus polyphemus,Reptilia,Testudinidae,50.0,8.0,4.0,25.0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Gouldian Finch,Erythrura gouldiae,Aves,Estrildidae,7.0,66.8076923076923,0.013999999999999999,13.25,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Grant's Gazelle,Nanger granti,Mammalia,Bovidae,13.0,76.0,57.5,153.0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Grasshopper Sparrow,Ammodramus savannarum,Aves,Passerellidae,5.5,66.8076923076923,0.021,12.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Grass Snake,Natrix natrix,Reptilia,Colubridae,20.0,22.147727272727273,0.24,104.66383928571429,1,0,1,2,0,1,0,1,0,1,0,1,1,0,0,0
Gray Catbird,Dumetella carolinensis,Aves,Mimidae,10.0,66.8076923076923,0.04,22.0,0,2,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Gray Four-Eyed Opossum,Philander opossum,Mammalia,Didelphidae,2.5,41.829850746268654,718.2787728894176,27.5,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1
Gray Fox,Urocyon cinereoargenteus,Mammalia,Canidae,7.0,45.0,5.0,94.0,0,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1
Gray Jay,Perisoreus canadensis,Aves,Corvidae,19.0,66.8076923076923,0.068,29.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Gray Mouse Lemur,Microcebus murinus,Mammalia,Cheirogaleidae,9.0,32.0,0.055,13.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Gray Ratsnake,Pantherophis spiloides,Reptilia,Colubridae,25.0,22.147727272727273,28.274673913043493,141.0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Gray Seal,Halichoerus grypus,Mammalia,Phocidae,30.0,10.0,205.0,200.0,1,3,1,1,0,1,1,1,0,0,0,1,1,1,0,0
Gray Slender Loris,Loris lydekkerianus,Mammalia,Lorisidae,17.5,41.829850746268654,0.235,23.5,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
Gray Whale,Eschrichtius robustus,Mammalia,Eschrichtiidae,80.0,15.0,24500.0,1400.0,0,2,1,1,0,1,1,1,1,0,0,1,0,1,0,0
Great Auk,Pinguinus impennis,Aves,Alcidae,22.5,66.8076923076923,6.5,49.30568669527897,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0
Great Blue Heron,Ardea herodias,Aves,Ardeidae,19.0,55.0,2.0,114.0,1,3,1,0,0,1,0,1,1,1,0,0,1,1,1,1
Great Blue Turaco,Corythaeola cristata,Aves,Musophagidae,30.0,66.8076923076923,0.401,73.0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Great Bustard,Otis tarda,Aves,Otididae,28.0,80.0,10.5,102.5,2,1,2,1,1,1,0,1,0,1,0,1,1,0,0,0
Great Cormorant,Phalacrocorax carbo,Aves,Phalacrocoracidae,23.0,93.0,3.15,86.0,1,3,1,0,0,1,0,1,1,1,0,1,1,1,1,0
Great Crested Grebe,Podiceps cristatus,Aves,Podicipedidae,12.5,66.8076923076923,0.5,48.5,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0
Great Egret,Ardea alba,Aves,Ardeidae,18.5,51.0,0.35,92.0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
Greater Bamboo Lemur,Prolemur simus,Mammalia,Lemuridae,17.0,41.829850746268654,2.0,42.5,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0
Greater Bilby,Macrotis lagotis,Mammalia,Thylacomyidae,8.0,41.829850746268654,0.301,42.0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
Greater Bird-of-Paradise,Paradisaea apoda,Aves,Paradisaeidae,17.5,66.8076923076923,1.741089397089397,39.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
Greater Dwarf Lemur,Cheirogaleus major,Mammalia,Cheirogaleidae,20.0,41.829850746268654,0.382,21.55,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Greater Flamingo,Phoenicopterus roseus,Aves,Phoenicopteridae,50.0,59.0,3.0,115.0,1,3,1,0,0,0,0,1,1,1,0,1,1,0,1,0
Greater Glider,Petauroides volans,Mammalia,Pseudocheiridae,15.0,41.829850746268654,0.3,41.0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0
Greater Kudu,Tragelaphus strepsiceros,Mammalia,Bovidae,15.0,96.0,195.0,215.0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Greater Prairie Chicken,Tympanuchus cupido,Aves,Phasianidae,2.5,66.8076923076923,0.95,43.0,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Greater Roadrunner,Geococcyx californianus,Aves,Cuculidae,7.5,42.0,0.38,57.0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Greater Sage Grouse,Centrocercus urophasianus,Aves,Phasianidae,10.0,78.0,2.0,64.0,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Great Gebril,Rhombomys opimus,Mammalia,Muridae,3.0,41.829850746268654,0.285,17.5,2,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0
Great Green Macaw,Ara ambiguus,Aves,Psittacidae,65.0,66.8076923076923,1.0,87.5,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
Great Hornbill,Buceros bicornis,Aves,Bucerotidae,40.0,66.8076923076923,3.0,112.5,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Great Horned Owl,Bubo virginianus,Aves,Strigidae,24.0,65.0,1.416,53.5,1,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1
Great Snipe,Gallinago media,Aves,Scolopacidae,19.28736842105263,96.0,0.2,28.0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
Great Spotted Kiwi,Apteryx haastii,Aves,Apterygidae,35.0,66.8076923076923,2.0,49.5,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0
Great White Pelican,Pelecanus onocrotalus,Aves,Pelecanidae,51.0,65.0,10.0,160.0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
Greek Tortoise,Testudo graeca,Reptilia,Testudinidae,162.5,8.0,1.0,16.5,2,0,2,2,1,1,0,1,0,1,0,1,1,0,0,0
Green Bee-Eater,Merops orientalis,Aves,Meropidae,15.0,42.0,0.018000000000000002,17.0,1,3,1,0,1,0,0,1,1,0,0,1,1,0,0,0
Green Broadbill,Calyptomena viridis,Aves,Eurylaimidae,12.5,66.8076923076923,0.057999999999999996,49.30568669527897,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Green Heron,Butorides virescens,Aves,Ardeidae,8.0,66.8076923076923,0.193,45.5,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
Green Iguana,Iguana iguana,Reptilia,Iguanidae,14.0,22.147727272727273,9.0,150.0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Green Jay,Cyanocorax luxuosus,Aves,Corvidae,10.5,66.8076923076923,0.08800000000000001,27.0,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Green Monkey,Chlorocebus sabaeus,Mammalia,Cercopithecidae,23.5,41.829850746268654,5.5,45.0,2,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0
Green Peafowl,Pavo muticus,Aves,Phasianidae,20.0,16.0,4.0,200.0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,Cheloniidae,90.0,3.0,129.0,95.0,0,1,2,1,0,0,0,0,1,1,1,1,0,1,1,1
Green Tree Python,Morelia viridis,Reptilia,Pythonidae,16.0,22.147727272727273,1.35,150.0,1,2,1,2,0,0,0,0,1,0,0,1,0,0,1,0
Green Vine Snake,Oxybelis fulgidus,Reptilia,Colubridae,12.0,22.147727272727273,28.274673913043493,150.0,1,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Green-Winged Macaw,Ara chloropterus,Aves,Psittacidae,45.0,56.0,1.379,82.5,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Green-Winged Teal,Anas carolinensis,Aves,Anatidae,20.0,70.0,0.32,35.0,2,3,0,2,0,0,1,1,1,0,0,0,0,1,0,0
Grévy's Zebra,Equus grevyi,Mammalia,Equidae,21.0,64.0,400.0,259.0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0
Grey Crowned Crane,Balearica regulorum,Aves,Gruidae,23.5,66.8076923076923,3.5,190.0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Grey-Headed Flying Fox,Pteropus poliocephalus,Mammalia,Pteropodidae,19.0,35.0,0.3,25.95,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0
Grey Heron,Ardea cinerea,Aves,Ardeidae,17.5,64.0,1.5,93.0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
Greylag Goose,Anser anser,Aves,Anatidae,25.0,66.8076923076923,3.0,82.5,2,3,1,0,0,0,0,1,1,1,0,1,1,0,1,0
Grey Partridge,Perdix perdix,Aves,Phasianidae,4.0,66.8076923076923,0.44299999999999995,30.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Grey Rhebok,Pelea capreolus,Mammalia,Bovidae,9.0,41.829850746268654,24.5,120.0,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
Grey Wagtail,Motacilla cinerea,Aves,Motacillidae,8.0,66.8076923076923,0.019,18.5,1,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0
Grey Wolf,Canis lupus,Mammalia,Canidae,15.0,75.0,38.0,132.5,1,2,1,0,1,1,1,1,0,1,0,1,1,1,0,0
Griffon Vulture,Gyps fulvus,Aves,Accipitridae,41.0,75.0,8.5,107.5,1,3,1,0,0,0,0,1,0,1,0,1,1,0,0,0
Grizzled Giant Squirrel,Ratufa macroura,Mammalia,Sciuridae,7.5,41.829850746268654,2.0,35.0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Groundhog,Marmota monax,Mammalia,Sciuridae,6.5,16.0,3.0,52.5,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Ground Pangolin,Smutsia temminckii,Mammalia,Manidae,20.0,8.0,16.5,55.0,0,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0
Guanaco,Lama guanicoe,Mammalia,Camelidae,22.5,56.0,113.0,202.5,2,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1
Guatemalan Black Howler,Alouatta pigra,Mammalia,Atelidae,18.121026894865526,41.829850746268654,8.5,58.0,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1
Guinea Baboon,Papio papio,Mammalia,Cercopithecidae,40.0,45.0,19.5,82.55,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Gunnison Sage-Grouse,Centrocercus minimus,Aves,Phasianidae,5.0,78.0,0.496,41.5,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0
Gunnison's Prairie Dog,Cynomys gunnisoni,Mammalia,Sciuridae,5.5,41.829850746268654,0.5,33.5,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Gyrfalcon,Falco rusticolus,Aves,Falconidae,20.0,209.0,0.40399999999999997,56.5,1,2,1,0,0,1,1,0,0,0,0,1,1,1,0,0
Habu,Protobothrops flavoviridis,Reptilia,Viperidae,25.068493150684933,22.147727272727273,28.274673913043493,180.0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Hairy Woodpecker,Leuconotopicus villosus,Aves,Picidae,15.0,66.8076923076923,0.068,22.0,0,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0
Hamadryas Baboon,Papio hamadryas,Mammalia,Cercopithecidae,37.0,45.0,20.0,60.0,0,3,1,1,1,0,0,1,1,1,0,1,0,0,0,0
Hammer-Headed Bat,Hypsignathus monstrosus,Mammalia,Pteropodidae,30.0,41.829850746268654,0.327,23.75,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Harbor Seal,Phoca vitulina,Mammalia,Phocidae,27.5,19.0,111.5,100.0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0
Harbour Porpoise,Phocoena phocoena,Mammalia,Phocoenidae,20.0,23.0,68.5,100.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
Harlequin Duck,Histrionicus histrionicus,Aves,Anatidae,13.0,66.8076923076923,0.6,40.5,1,3,1,0,0,1,1,1,0,0,0,1,1,1,0,0
Harp Seal,Pagophilus groenlandicus,Mammalia,Phocidae,35.0,41.829850746268654,165.0,150.0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0
Harpy Eagle,Harpia harpyja,Aves,Accipitridae,30.0,80.0,6.5,96.5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Harris's Antelope Squirrel,Ammospermophilus harrisii,Mammalia,Sciuridae,6.5,41.829850746268654,0.125,23.5,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0
Harris's Hawk,Parabuteo unicinctus,Aves,Accipitridae,19.5,66.8076923076923,0.27399999999999997,52.5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Hartebeest,Alcelaphus buselaphus,Mammalia,Bovidae,13.5,41.829850746268654,150.0,225.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Hawaiian Duck,Anas wyvilliana,Aves,Anatidae,15.5,66.8076923076923,0.532,45.0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
Hawaiian Goose,Branta sandvicensis,Aves,Anatidae,22.0,66.8076923076923,2.0,61.0,2,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0
Hawaiian Monk Seal,Neomonachus schauinslandi,Mammalia,Phocidae,27.5,41.829850746268654,205.0,200.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
Hawksbill Sea Turtle,Eretmochelys imbricata,Reptilia,Cheloniidae,40.0,24.0,58.0,80.0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,1,1
